sample_ID,age_Ma,lat_N_dd,long_E_dd,d18O_mean,d18O_std,Dp17O_5305_mean,Dp17O_5305_std,lithology,lab,reference,notes
X99-3-3C(D),5.27E+02,41,86,18.6,0.7,-0.374,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
X99-5(D),5.27E+02,41,86,21.3,0.7,-0.391,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
C21,6.35E+02,20,-11,18.4,0.7,-0.321,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
C24,6.35E+02,20,-11,14.6,0.7,-0.582,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
WH-31,6.35E+02,26.6,106.7,12.1,0.7,-0.336,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
06YH-10,6.35E+02,26.6,106.7,15.8,0.7,-0.325,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
06JH-10,6.35E+02,26.6,106.7,16.6,0.7,-0.353,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
OB-4,6.35E+02,31,113,18.3,0.7,-0.6,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
OB-4-b,6.35E+02,31,113,18.4,0.7,-0.801,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-14,6.35E+02,31,113,16.8,0.7,-0.415,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-17,6.35E+02,31,113,17.8,0.7,-0.535,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-18-1,6.35E+02,31,113,18.9,0.7,-0.637,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-18-2,6.35E+02,31,113,18,0.7,-0.677,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-18-3-b,6.35E+02,31,113,18.4,0.7,-0.641,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-20,6.35E+02,31,113,18.2,0.7,-0.329,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-22,6.35E+02,31,113,18.5,0.7,-0.502,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-24,6.35E+02,26.6,106.7,16.3,0.7,-0.59,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-25-a,6.35E+02,26.6,106.7,13.6,0.7,-0.702,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-25-b,6.35E+02,26.6,106.7,14.7,0.7,-0.853,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-26D,6.35E+02,26.6,106.7,17.2,0.7,-0.489,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-28,6.35E+02,26.6,106.7,13.8,0.7,-0.214,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
ZB07-29,6.35E+02,26.6,106.7,14.3,0.7,-0.259,0.05,Barite,B,Bao et al. (2008) Nature,Dp17O recalculated for th=0.5305 using reported TC/EA d18O values; GPS coordinates approximate for listed localities
IB04-4,6.40E-01,36.61,-117.05,6,0.1,2.192,0.11,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB04-3,6.40E-01,36.61,-117.05,12.1,0.1,1.927,0.09,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IN01-1,6.40E-01,42.5,-96.5,15.5,0.1,1.127,0.09,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-4-3,6.40E-01,42.5,-96.5,15,0.1,1.517,0.17,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-1a,6.40E-01,42.5,-96.5,27.8,0.1,3.103,0.07,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-3,6.40E-01,42.5,-96.5,-3.8,0.1,0.092,0.08,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB04-1,6.40E-01,36.61,-117.05,8.8,0.1,1.469,0.08,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-2a,6.40E-01,42.5,-96.5,25.8,0.1,0.189,0.03,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
IB01-2b,6.40E-01,42.5,-96.5,12.1,0.1,0.856,0.07,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
ORNA-1,6.40E-01,40.5,-117,2.3,0.1,0.396,0.09,Ash,Bin,Bindemann et al. (2007) Geochim. Cosmochim. Ac.,Dp17O recalculated for th=0.5305 using reported d18O values; unclear if d18O is reported from TC/EA or (uncorrected) from laser-F2 line; GPS coordinates approximate from Fig. 1
